,mag,effectif,Pays_Cotier
51240.0,2.6,,
51241.0,4.1,,
51242.0,4.4,,
51246.0,2.5,,
51248.0,1.48,,
51250.0,1.2,,
51251.0,1.5,,
51252.0,0.24,,
51253.0,0.2,,
51254.0,0.2,,
51255.0,1.71,,
51256.0,3.9,,
51258.0,4.5,,
51260.0,0.9,,
51261.0,1.02,,
51262.0,2.5,,
51267.0,1.1,,
51268.0,0.09,,
51269.0,1.2,,
51270.0,2.2,,
51271.0,4.4,,
51272.0,1.5,,
51273.0,1.1,,
51274.0,1.39,,
51275.0,2.2,,
51277.0,1.0,,
51279.0,1.5,,
51280.0,0.62,,
51281.0,0.57,,
51282.0,0.9,,
51284.0,0.9,,
51285.0,0.4,,
51286.0,4.7,,
51288.0,0.9,,
51289.0,4.1,,
51290.0,3.3,,
51292.0,0.7,,
51293.0,1.5,,
51294.0,2.3,,
51295.0,1.8,,
51296.0,1.1,,
51297.0,0.5,,
51298.0,3.1,,
51299.0,1.17,,
51301.0,3.1,,
51302.0,0.8,,
51303.0,1.9,,
51304.0,0.44,,
51305.0,3.2,,
51306.0,4.6,,
51307.0,0.6,,
51308.0,1.2,,
51309.0,1.5,,
51310.0,0.9,,
51311.0,1.9,,
51312.0,1.1,,
51313.0,1.6,,
51315.0,4.1,,
51316.0,2.1,,
51319.0,4.3,,
51320.0,0.7,,
51321.0,1.7,,
51322.0,1.1,,
51323.0,4.3,,
51324.0,1.1,,
51325.0,1.2,,
51326.0,0.7,,
51328.0,2.4,,
51329.0,0.5,,
51331.0,1.96,,
51332.0,1.2,,
51333.0,1.05,,
51334.0,3.0,,
51335.0,1.8,,
51336.0,0.68,,
51337.0,1.6,,
51339.0,2.6,,
51340.0,2.3,,
51341.0,1.4,,
51344.0,1.9,,
51345.0,2.6,,
51347.0,1.23,,
51348.0,2.2,,
51349.0,2.8,,
51350.0,2.1,,
51351.0,2.0,,
51352.0,4.2,,
51353.0,0.9,,
51355.0,4.2,,
51356.0,2.0,,
51357.0,4.7,,
51359.0,1.4,,
51360.0,0.55,,
51362.0,1.13,,
51363.0,4.1,,
51364.0,1.3,,
51365.0,2.11,,
51366.0,4.0,,
51367.0,4.5,,
51372.0,1.8,,
51373.0,2.7,,
51374.0,0.4,,
51376.0,4.1,,
51377.0,3.3,,
51378.0,1.0,,
51379.0,1.4,,
51380.0,4.1,,
51381.0,0.8,,
51382.0,0.55,,
51383.0,1.4,,
51384.0,1.4,,
51385.0,0.2,,
51386.0,4.6,,
51387.0,0.8,,
51393.0,4.0,,
51395.0,3.2,,
51402.0,0.42,,
51404.0,2.3,,
51405.0,1.4,,
51407.0,0.66,,
51410.0,5.0,,
51411.0,0.1,,
51412.0,2.0,,
51413.0,4.0,,
51414.0,0.6,,
51417.0,0.29,,
51418.0,3.5,,
51419.0,4.0,,
51420.0,1.8,,
51421.0,1.8,,
51422.0,0.9,,
51423.0,1.9,,
51424.0,4.1,,
51426.0,2.4,,
51427.0,0.1,,
51428.0,2.0,,
51433.0,1.0,,
51434.0,0.54,,
51435.0,0.9,,
51436.0,5.8,,
51437.0,0.8,,
51438.0,4.5,,
51439.0,1.1,,
51440.0,0.74,,
51441.0,1.1,,
51442.0,0.89,,
51443.0,4.2,,
51444.0,4.0,,
51445.0,5.6,,
51447.0,4.1,,
51449.0,2.4,,
51450.0,1.7,,
51451.0,1.45,,
51453.0,1.7,,
51454.0,4.8,,
51455.0,2.1,,
51456.0,4.4,,
51457.0,4.4,,
51458.0,0.7,,
51459.0,4.8,,
51460.0,0.9,,
51461.0,2.8,,
51462.0,0.7,,
51463.0,4.4,,
51464.0,1.37,,
51465.0,1.4,,
51466.0,1.5,,
51471.0,0.8,,
51472.0,0.5,,
51475.0,1.11,,
51476.0,4.7,,
51477.0,1.3,,
51480.0,0.5,,
51481.0,5.2,,
51482.0,3.9,,
51483.0,1.11,,
51484.0,2.3,,
51487.0,1.3,,
51488.0,2.6,,
51489.0,1.7,,
51491.0,1.0,,
51492.0,0.5,,
51493.0,0.17,,
51494.0,0.7,,
51495.0,1.5,,
51496.0,0.8,,
51497.0,1.21,,
51498.0,1.2,,
51499.0,4.3,,
51500.0,4.2,,
51501.0,1.4,,
51502.0,1.9,,
51503.0,2.1,,
51504.0,2.8,,
51505.0,1.9,,
51507.0,4.5,,
51508.0,2.0,,
51509.0,1.0,,
51510.0,1.1,,
51511.0,1.8,,
51512.0,1.3,,
51513.0,1.43,,
51514.0,1.22,,
51515.0,0.1,,
51516.0,2.3,,
51517.0,1.2,,
51519.0,4.1,,
51520.0,1.6,,
51523.0,0.84,,
51525.0,4.1,,
51526.0,1.0,,
51527.0,3.9,,
51528.0,0.6,,
51529.0,5.4,,
51530.0,1.4,,
51531.0,2.0,,
51532.0,0.6,,
51533.0,4.3,,
51534.0,0.99,,
51535.0,0.67,,
51536.0,1.0,,
51537.0,1.0,,
51539.0,0.42,,
51540.0,0.76,,
51541.0,1.0,,
51542.0,0.54,,
51543.0,1.23,,
51544.0,0.3,,
51545.0,1.19,,
51546.0,1.87,,
51547.0,2.15,,
51550.0,1.1,,
51551.0,1.2,,
51554.0,1.7,,
51555.0,4.5,,
51556.0,1.0,,
51557.0,0.9,,
51558.0,1.7,,
51559.0,1.27,,
51560.0,3.0,,
51561.0,1.67,,
51564.0,0.12,,
51565.0,0.19,,
51566.0,0.01,,
51567.0,1.8,,
51568.0,0.3,,
51569.0,0.9,,
51570.0,1.3,,
51571.0,4.5,,
51572.0,0.2,,
51574.0,0.97,,
51575.0,0.49,,
51576.0,1.04,,
51577.0,1.0,,
51579.0,2.3,,
51580.0,4.1,,
51582.0,0.6,,
51583.0,3.0,,
51584.0,1.2,,
51585.0,3.2,,
51586.0,2.5,,
51587.0,0.39,,
51588.0,1.3,,
51589.0,0.6,,
51591.0,1.17,,
51593.0,1.0,,
51594.0,1.4,,
51595.0,0.85,,
51596.0,1.1,,
51601.0,1.2,,
51604.0,0.8,,
51606.0,1.6,,
51607.0,4.4,,
51608.0,0.9,,
51609.0,1.58,,
51610.0,2.7,,
51611.0,1.4,,
51613.0,0.6,,
51614.0,0.4,,
51615.0,0.2,,
51616.0,1.7,,
51617.0,1.3,,
51618.0,2.1,,
51619.0,1.2,,
51621.0,4.1,,
51622.0,1.1,,
51623.0,0.33,,
51625.0,0.2,,
51627.0,4.2,,
51629.0,4.4,,
51631.0,0.9,,
51632.0,1.21,,
51633.0,1.09,,
51634.0,0.98,,
51635.0,4.3,,
51636.0,2.6,,
51637.0,0.7,,
51638.0,2.0,,
51639.0,4.0,,
51643.0,1.3,,
51644.0,4.5,,
51646.0,3.1,,
51647.0,1.7,,
51648.0,1.7,,
51649.0,0.91,,
51650.0,3.9,,
51651.0,1.1,,
51654.0,0.97,,
51656.0,2.6,,
51657.0,1.2,,
51658.0,1.9,,
51659.0,4.7,,
51660.0,0.98,,
51662.0,1.15,,
51663.0,2.13,,
51664.0,4.4,,
51665.0,0.17,,
51666.0,0.6,,
51667.0,1.1,,
51668.0,1.12,,
51669.0,2.8,,
51670.0,0.27,,
51671.0,4.3,,
51672.0,1.3,,
51675.0,1.66,,
51679.0,1.9,,
51680.0,4.2,,
51682.0,2.0,,
51683.0,1.0,,
51684.0,1.8,,
51685.0,0.93,,
51686.0,4.0,,
51687.0,0.6,,
51688.0,4.1,,
51689.0,1.0,,
51690.0,1.1,,
51691.0,1.0,,
51692.0,1.39,,
51693.0,0.6,,
51694.0,4.5,,
51695.0,4.5,,
51696.0,0.9,,
51697.0,0.7,,
51698.0,0.4,,
51701.0,5.2,,
51702.0,1.6,,
51703.0,5.8,,
51705.0,1.8,,
51706.0,0.9,,
51707.0,1.7,,
51709.0,1.9,,
51712.0,4.1,,
51713.0,0.8,,
51714.0,4.3,,
51715.0,4.2,,
51718.0,0.9,,
51719.0,2.0,,
51720.0,1.5,,
51722.0,4.9,,
51723.0,1.2,,
51724.0,2.0,,
51726.0,4.3,,
51727.0,0.26,,
51728.0,0.8,,
51729.0,2.6,,
51731.0,2.5,,
51735.0,1.7,,
51736.0,4.2,,
51737.0,1.7,,
51738.0,0.9,,
51739.0,0.3,,
51744.0,4.6,,
51745.0,0.9,,
51747.0,4.7,,
51750.0,0.94,,
51752.0,4.8,,
51753.0,4.7,,
51755.0,1.5,,
51758.0,1.5,,
51763.0,0.1,,
51765.0,0.56,,
51766.0,1.02,,
51767.0,1.1,,
51768.0,0.5,,
51770.0,0.6,,
51772.0,0.9,,
51773.0,1.7,,
51774.0,0.8,,
51777.0,4.6,,
51778.0,1.1,,
51779.0,0.95,,
51780.0,1.9,,
51781.0,4.3,,
51782.0,0.6,,
51784.0,0.26,,
51785.0,1.2,,
51786.0,0.85,,
51787.0,1.5,,
51789.0,0.6,,
51790.0,0.9,,
51791.0,4.1,,
51799.0,2.1,,
51800.0,0.4,,
51803.0,0.68,,
51806.0,0.9,,
51807.0,0.8,,
51808.0,0.58,,
51809.0,1.2,,
51811.0,2.8,,
51813.0,1.13,,
51814.0,0.8,,
51815.0,1.9,,
51816.0,4.4,,
51817.0,1.1,,
51818.0,0.3,,
51819.0,0.58,,
51820.0,1.5,,
51821.0,1.4,,
51822.0,1.05,,
51823.0,1.9,,
51828.0,4.4,,
51829.0,4.6,,
51831.0,0.8,,
51832.0,0.5,,
51833.0,0.88,,
51834.0,0.9,,
51836.0,1.2,,
51837.0,2.1,,
51838.0,2.66,,
51839.0,2.3,,
51840.0,0.5,,
51841.0,6.2,,
51842.0,1.27,,
51843.0,2.0,,
51844.0,2.39,,
51845.0,0.4,,
51846.0,1.1,,
51847.0,3.3,,
51848.0,2.9,,
51850.0,1.89,,
51851.0,0.3,,
51852.0,2.5,,
51853.0,5.7,,
51854.0,0.79,,
51856.0,2.7,,
51857.0,0.7,,
51858.0,1.2,,
51860.0,4.2,,
51863.0,2.0,,
51864.0,0.4,,
51865.0,4.3,,
51866.0,1.04,,
51867.0,1.0,,
51868.0,1.6,,
51869.0,0.3,,
51870.0,0.2,,
51871.0,2.1,,
51873.0,1.2,,
51875.0,2.9,,
51876.0,2.0,,
51877.0,1.9,,
51878.0,1.2,,
51879.0,2.9,,
51880.0,0.48,,
51882.0,2.4,,
51883.0,1.8,,
51884.0,0.2,,
51885.0,0.5,,
51886.0,1.7,,
51887.0,4.3,,
51888.0,4.2,,
51889.0,2.0,,
51890.0,1.4,,
51891.0,2.03,,
51892.0,0.8,,
51893.0,0.7,,
51894.0,1.0,,
51895.0,0.21,,
51896.0,3.9,,
51897.0,1.0,,
51898.0,0.93,,
51899.0,0.86,,
51900.0,3.1,,
51902.0,0.6,,
51903.0,1.8,,
51905.0,3.3,,
51906.0,1.2,,
51907.0,4.7,,
51908.0,0.56,,
51915.0,1.49,,
51919.0,0.2,,
51920.0,0.63,,
51923.0,0.31,,
51924.0,0.47,,
51925.0,2.0,,
51930.0,0.52,,
51933.0,0.79,,
51935.0,3.0,,
51936.0,1.1,,
51937.0,0.5,,
51938.0,4.0,,
51939.0,1.6,,
51940.0,0.9,,
51942.0,0.3,,
51943.0,2.8,,
51944.0,1.7,,
51945.0,0.85,,
51946.0,1.5,,
51947.0,0.9,,
51949.0,0.95,,
51950.0,1.5,,
51951.0,1.1,,
51953.0,1.88,,
51954.0,1.45,,
51955.0,2.29,,
51957.0,1.4,,
51959.0,0.19,,
51961.0,4.2,,
51962.0,1.4,,
51963.0,1.5,,
51964.0,1.0,,
51965.0,0.1,,
51966.0,4.2,,
51967.0,0.32,,
51969.0,0.6,,
51970.0,1.3,,
51971.0,0.69,,
51972.0,2.3,,
51974.0,5.1,,
51975.0,0.3,,
51976.0,2.6,,
51978.0,4.1,,
51980.0,4.4,,
51981.0,4.1,,
51982.0,1.44,,
51983.0,1.6,,
51984.0,4.5,,
51985.0,2.0,,
51986.0,1.3,,
51987.0,0.15,,
51988.0,1.89,,
51989.0,0.19,,
51990.0,1.1,,
51991.0,4.2,,
51992.0,0.7,,
51993.0,3.9,,
51994.0,4.2,,
51995.0,3.8,,
51996.0,2.8,,
51998.0,0.4,,
51999.0,0.83,,
52000.0,1.03,,
52001.0,0.5,,
52002.0,4.4,,
52003.0,0.1,,
52004.0,1.05,,
52005.0,0.6,,
52006.0,1.1,,
52007.0,3.2,,
52008.0,2.6,,
52009.0,0.3,,
52010.0,2.4,,
52011.0,0.28,,
52012.0,1.6,,
52013.0,0.1,,
52014.0,4.5,,
52015.0,1.59,,
52017.0,0.38,,
52018.0,1.06,,
52019.0,4.5,,
52020.0,2.6,,
52022.0,3.1,,
52023.0,1.6,,
52024.0,1.8,,
52025.0,1.7,,
52026.0,1.4,,
52027.0,0.7,,
52028.0,0.8,,
52029.0,1.17,,
52030.0,0.4,,
52031.0,0.7,,
52033.0,2.2,,
52034.0,0.9,,
52035.0,0.5,,
52036.0,3.0,,
52037.0,1.1,,
52038.0,0.9,,
52039.0,2.82,,
52041.0,1.7,,
52042.0,4.1,,
52044.0,0.6,,
52045.0,0.5,,
52047.0,2.0,,
52048.0,0.5,,
52050.0,0.9,,
52052.0,4.2,,
52053.0,4.6,,
52054.0,1.0,,
52055.0,1.7,,
52056.0,1.19,,
52058.0,0.7,,
52060.0,1.5,,
52061.0,0.53,,
52062.0,0.9,,
52063.0,0.3,,
52067.0,1.26,,
52070.0,1.0,,
52071.0,2.5,,
52072.0,1.3,,
52073.0,1.3,,
52074.0,1.43,,
52075.0,2.7,,
52079.0,4.4,,
52080.0,1.48,,
52082.0,0.3,,
52084.0,1.1,,
52085.0,3.3,,
52086.0,4.4,,
52087.0,3.1,,
52088.0,4.3,,
52089.0,1.14,,
52090.0,0.5,,
52092.0,4.3,,
52093.0,3.2,,
52094.0,1.0,,
52095.0,1.11,,
52096.0,1.6,,
52097.0,4.2,,
52098.0,4.4,,
52099.0,1.0,,
52100.0,1.2,,
52102.0,1.1,,
52103.0,0.88,,
52104.0,2.9,,
52106.0,0.6,,
52107.0,0.79,,
52108.0,1.17,,
52109.0,1.19,,
52110.0,0.5,,
52111.0,4.6,,
52112.0,1.0,,
52113.0,1.6,,
52116.0,3.0,,
52117.0,4.6,,
52118.0,0.82,,
52120.0,1.7,,
52121.0,3.4,,
52122.0,1.5,,
52123.0,2.0,,
52124.0,1.1,,
52126.0,1.9,,
52128.0,2.1,,
52129.0,0.95,,
52130.0,0.9,,
52131.0,1.8,,
52132.0,1.7,,
52135.0,4.5,,
52136.0,1.7,,
52137.0,0.4,,
52139.0,0.24,,
52140.0,1.2,,
52141.0,0.3,,
52144.0,1.01,,
52145.0,1.4,,
52146.0,3.4,,
52147.0,2.6,,
52148.0,3.4,,
52149.0,1.6,,
52151.0,3.3,,
52152.0,0.77,,
52154.0,4.3,,
52155.0,4.8,,
52156.0,0.4,,
52157.0,2.8,,
52159.0,2.9,,
52160.0,0.95,,
52161.0,3.4,,
52162.0,1.7,,
52163.0,0.55,,
52164.0,1.4,,
52165.0,2.0,,
52166.0,1.7,,
52168.0,0.4,,
52169.0,0.99,,
52170.0,4.5,,
52172.0,2.7,,
52173.0,0.9,,
52174.0,4.6,,
52176.0,0.9,,
52178.0,0.3,,
52179.0,2.3,,
52180.0,2.7,,
52181.0,3.65,,
52182.0,0.4,,
52183.0,2.8,,
52184.0,1.9,,
52185.0,2.9,,
52186.0,2.1,,
52188.0,1.6,,
52189.0,4.3,,
52190.0,0.39,,
52191.0,0.83,,
52192.0,1.03,,
52193.0,2.2,,
52194.0,1.7,,
52195.0,0.4,,
52196.0,0.2,,
52197.0,4.6,,
52198.0,0.5,,
52199.0,0.79,,
52200.0,0.42,,
52201.0,2.02,,
52204.0,1.5,,
52205.0,2.6,,
52207.0,4.6,,
52208.0,2.9,,
52209.0,1.7,,
52210.0,1.7,,
52211.0,2.9,,
52212.0,2.4,,
52213.0,4.4,,
52215.0,3.0,,
52216.0,2.42,,
52217.0,2.73,,
52218.0,1.0,,
52219.0,1.0,,
52220.0,4.3,,
52221.0,1.5,,
52222.0,5.2,,
52223.0,2.9,,
52224.0,2.8,,
52226.0,2.5,,
52228.0,3.1,,
52229.0,4.2,,
52231.0,2.2,,
52232.0,0.4,,
52233.0,0.68,,
52234.0,0.8,,
52235.0,4.5,,
52236.0,4.1,,
52237.0,2.8,,
52239.0,2.8,,
52240.0,3.4,,
52241.0,3.3,,
52243.0,0.9,,
52245.0,4.1,,
52246.0,2.6,,
52247.0,1.5,,
52248.0,1.4,,
52249.0,2.3,,
52250.0,2.5,,
52251.0,2.7,,
52253.0,2.0,,
52254.0,2.0,,
52255.0,3.0,,
52256.0,3.7,,
52258.0,4.1,,
52259.0,3.3,,
52261.0,4.1,,
52262.0,2.4,,
52263.0,3.1,,
52264.0,2.9,,
52265.0,2.3,,
52266.0,2.1,,
52268.0,2.19,,
52269.0,1.8,,
52270.0,1.8,,
52271.0,0.9,,
52272.0,0.6,,
52273.0,0.1,,
52274.0,2.3,,
52275.0,1.6,,
52276.0,2.2,,
52277.0,0.3,,
52278.0,2.1,,
52279.0,3.1,,
52280.0,2.9,,
52281.0,0.4,,
52282.0,1.1,,
52283.0,0.6,,
52284.0,1.08,,
52285.0,0.43,,
52286.0,0.53,,
52287.0,1.55,,
52288.0,1.9,,
52289.0,2.4,,
52290.0,0.8,,
52291.0,4.2,,
52292.0,0.7,,
52294.0,1.6,,
52295.0,0.93,,
52296.0,0.6,,
52297.0,4.7,,
52298.0,1.6,,
52299.0,5.3,,
52300.0,4.2,,
52301.0,1.6,,
52302.0,1.4,,
52303.0,1.9,,
52304.0,1.5,,
52305.0,0.33,,
52306.0,1.7,,
52307.0,4.6,,
52308.0,1.8,,
52309.0,0.9,,
52310.0,2.7,,
52311.0,1.1,,
52312.0,4.6,,
52313.0,4.2,,
52314.0,1.7,,
52315.0,4.7,,
52316.0,0.1,,
52317.0,0.1,,
52318.0,1.72,,
52319.0,0.1,,
52321.0,0.1,,
52322.0,0.5,,
52323.0,2.1,,
52327.0,4.6,,
52328.0,4.4,,
52329.0,3.3,,
52331.0,0.9,,
52332.0,4.2,,
52334.0,4.7,,
52335.0,0.7,,
52336.0,1.7,,
52337.0,2.3,,
52339.0,5.0,,
52340.0,1.0,,
52341.0,2.5,,
52342.0,0.84,,
52343.0,3.0,,
52344.0,1.78,,
52345.0,0.7,,
52346.0,1.0,,
52347.0,2.1,,
52348.0,4.7,,
52349.0,1.02,,
52350.0,0.6,,
52351.0,2.0,,
52352.0,0.18,,
52353.0,4.2,,
52356.0,2.1,,
52357.0,1.29,,
52358.0,1.0,,
52359.0,4.4,,
52360.0,3.4,,
52362.0,0.6,,
52363.0,1.8,,
52364.0,3.8,,
52365.0,0.9,,
52366.0,4.2,,
52369.0,0.86,,
52370.0,1.49,,
52371.0,0.91,,
52372.0,1.3,,
52373.0,2.2,,
52374.0,4.4,,
52375.0,2.1,,
52376.0,1.0,,
52377.0,2.28,,
52378.0,1.1,,
52379.0,1.8,,
52380.0,0.8,,
52381.0,0.86,,
52382.0,0.7,,
52383.0,1.48,,
52385.0,4.3,,
52387.0,2.9,,
52388.0,1.7,,
52389.0,1.9,,
52391.0,4.1,,
52392.0,1.1,,
52393.0,1.2,,
52394.0,0.96,,
52395.0,0.86,,
52396.0,0.96,,
52397.0,0.55,,
52398.0,1.16,,
52399.0,1.01,,
52401.0,1.12,,
52402.0,0.8,,
52403.0,0.52,,
52404.0,4.3,,
52405.0,1.06,,
52406.0,1.2,,
52407.0,0.9,,
52408.0,3.4,,
52409.0,0.95,,
52410.0,0.7,,
52411.0,0.21,,
52413.0,0.6,,
52414.0,1.4,,
52416.0,2.6,,
52417.0,3.3,,
52418.0,0.54,,
52419.0,0.1,,
52420.0,0.8,,
52422.0,0.43,,
52423.0,1.0,,
52424.0,1.05,,
52426.0,4.5,,
52427.0,1.1,,
52428.0,3.2,,
52430.0,0.25,,
52431.0,1.1,,
52432.0,4.2,,
52433.0,3.7,,
52434.0,2.3,,
52435.0,0.69,,
52436.0,0.4,,
52439.0,4.1,,
52440.0,1.3,,
52441.0,2.2,,
52442.0,2.9,,
52443.0,1.87,,
52445.0,3.4,,
52446.0,2.5,,
52447.0,2.0,,
52448.0,0.59,,
52449.0,1.3,,
52450.0,1.18,,
52451.0,2.5,,
52453.0,0.9,,
52454.0,2.4,,
52457.0,1.3,,
52458.0,0.5,,
52459.0,1.9,,
52460.0,0.4,,
52461.0,0.76,,
52462.0,3.1,,
52463.0,4.4,,
52464.0,1.07,,
52465.0,0.5,,
52466.0,0.7,,
52467.0,1.77,,
52468.0,0.57,,
52469.0,0.5,,
52470.0,1.7,,
52472.0,4.1,,
52473.0,1.1,,
52474.0,2.9,,
52475.0,2.39,,
52476.0,1.3,,
52477.0,2.5,,
52478.0,0.4,,
52479.0,2.5,,
52480.0,1.85,,
52481.0,0.9,,
52482.0,0.5,,
52483.0,4.9,,
52484.0,3.4,,
52485.0,1.3,,
52487.0,4.6,,
52488.0,1.06,,
52489.0,1.3,,
52490.0,1.3,,
52492.0,1.78,,
52493.0,4.2,,
52494.0,4.8,,
52495.0,4.3,,
52496.0,2.17,,
52497.0,1.4,,
52498.0,1.4,,
52499.0,2.6,,
52501.0,0.5,,
52502.0,4.3,,
52503.0,1.8,,
52505.0,2.1,,
52507.0,1.1,,
52509.0,0.46,,
52510.0,2.3,,
52511.0,0.8,,
52512.0,2.6,,
52513.0,0.95,,
52514.0,4.4,,
52515.0,2.5,,
52518.0,2.3,,
52519.0,3.0,,
52520.0,1.41,,
52521.0,0.68,,
52522.0,1.8,,
52523.0,0.95,,
52524.0,0.8,,
52525.0,1.2,,
52526.0,0.4,,
52527.0,0.2,,
52528.0,1.16,,
52529.0,2.6,,
52532.0,0.9,,
52533.0,0.5,,
52534.0,0.84,,
52536.0,4.2,,
52537.0,0.96,,
52538.0,0.9,,
52539.0,0.6,,
52541.0,0.8,,
52542.0,0.2,,
52543.0,1.0,,
52544.0,1.39,,
52545.0,1.08,,
52546.0,5.3,,
52547.0,2.5,,
52548.0,2.2,,
52549.0,0.9,,
52550.0,4.4,,
52551.0,1.2,,
52552.0,0.93,,
52553.0,4.3,,
52554.0,1.42,,
52555.0,1.8,,
52556.0,0.68,,
52558.0,0.93,,
52559.0,1.5,,
52560.0,0.7,,
52561.0,1.3,,
52563.0,1.9,,
52564.0,2.7,,
52565.0,3.0,,
52566.0,1.3,,
52567.0,1.8,,
52568.0,1.0,,
52569.0,0.9,,
52571.0,0.7,,
52572.0,1.5,,
52573.0,1.23,,
52574.0,2.3,,
52575.0,2.9,,
52576.0,1.6,,
52577.0,1.2,,
52579.0,2.5,,
52582.0,1.47,,
52584.0,0.99,,
52588.0,1.5,,
52590.0,0.9,,
52591.0,1.47,,
52592.0,2.7,,
52593.0,1.4,,
52594.0,1.4,,
52595.0,0.04,,
52596.0,3.0,,
52597.0,1.3,,
52598.0,5.3,,
52599.0,1.2,,
52600.0,2.5,,
52601.0,2.5,,
52603.0,0.5,,
52604.0,3.8,,
52605.0,1.9,,
52606.0,2.6,,
52607.0,0.4,,
52608.0,0.8,,
52610.0,1.0,,
52611.0,3.1,,
52612.0,0.9,,
52613.0,1.0,,
52614.0,3.1,,
52615.0,0.97,,
52616.0,1.7,,
52617.0,2.8,,
52618.0,3.1,,
52619.0,5.7,,
52620.0,4.2,,
52621.0,1.51,,
52622.0,2.85,,
52623.0,1.9,,
52624.0,1.11,,
52625.0,1.5,,
52626.0,3.1,,
52631.0,0.68,,
52632.0,0.4,,
52633.0,1.0,,
52634.0,0.7,,
52635.0,2.3,,
52636.0,4.2,,
52637.0,0.3,,
52638.0,1.5,,
52640.0,1.8,,
52641.0,4.2,,
52642.0,1.1,,
52643.0,1.7,,
52645.0,1.4,,
52646.0,1.8,,
52647.0,5.2,,
52648.0,0.4,,
52649.0,4.4,,
52650.0,1.71,,
52651.0,1.2,,
52652.0,4.0,,
52653.0,0.6,,
52654.0,4.0,,
52655.0,1.6,,
52656.0,0.65,,
52657.0,0.8,,
52658.0,4.5,,
52659.0,0.4,,
52661.0,0.93,,
52662.0,3.0,,
52663.0,4.8,,
52664.0,1.2,,
52665.0,2.8,,
52666.0,0.98,,
52667.0,4.5,,
52668.0,0.9,,
52670.0,2.4,,
52671.0,0.7,,
52672.0,1.5,,
52673.0,1.7,,
52674.0,4.5,,
52675.0,0.9,,
52676.0,4.4,,
52677.0,1.3,,
52678.0,0.5,,
52679.0,0.32,,
52680.0,4.4,,
52681.0,4.6,,
52683.0,2.8,,
52684.0,1.69,,
52685.0,1.4,,
52686.0,1.5,,
52687.0,5.7,,
52688.0,1.2,,
52689.0,1.85,,
52690.0,0.8,,
52691.0,4.2,,
52693.0,0.7,,
52694.0,4.4,,
52695.0,0.88,,
52696.0,4.4,,
52697.0,1.05,,
52698.0,2.9,,
52699.0,1.2,,
52700.0,4.8,,
52701.0,0.7,,
52702.0,2.9,,
52703.0,0.85,,
52704.0,1.4,,
52705.0,1.5,,
52706.0,4.6,,
52707.0,0.59,,
52709.0,4.2,,
52710.0,1.6,,
52712.0,1.3,,
52714.0,2.0,,
52715.0,1.9,,
52716.0,1.5,,
52717.0,3.1,,
52718.0,0.8,,
52720.0,1.9,,
52721.0,0.7,,
52722.0,1.6,,
52723.0,0.41,,
52724.0,1.4,,
52726.0,1.0,,
52727.0,1.6,,
52730.0,0.6,,
52731.0,2.3,,
52732.0,1.9,,
52733.0,0.9,,
52734.0,1.0,,
52735.0,1.5,,
52736.0,2.1,,
52738.0,0.7,,
52739.0,2.2,,
52740.0,1.23,,
52741.0,1.41,,
52742.0,0.5,,
52743.0,1.08,,
52746.0,3.1,,
52747.0,1.6,,
52748.0,0.4,,
52749.0,0.37,,
52750.0,0.5,,
52751.0,0.5,,
52752.0,1.5,,
52753.0,2.3,,
52754.0,0.2,,
52755.0,4.6,,
52756.0,0.5,,
52757.0,1.4,,
52758.0,1.1,,
52759.0,0.4,,
52760.0,1.0,,
52761.0,0.7,,
52762.0,0.4,,
52763.0,1.7,,
52764.0,0.8,,
52765.0,0.9,,
52766.0,0.9,,
52767.0,2.6,,
52768.0,1.3,,
52769.0,1.57,,
52770.0,2.15,,
52771.0,1.5,,
52772.0,1.31,,
52773.0,1.4,,
52774.0,0.8,,
52775.0,0.75,,
52776.0,4.6,,
52777.0,0.3,,
52778.0,2.7,,
52779.0,4.4,,
52781.0,5.6,,
52782.0,1.1,,
52783.0,1.9,,
52784.0,1.2,,
52785.0,0.9,,
52786.0,0.9,,
52788.0,4.3,,
52789.0,1.8,,
52790.0,1.5,,
52791.0,0.8,,
52792.0,0.6,,
52793.0,3.1,,
52794.0,0.78,,
52795.0,1.1,,
52796.0,0.3,,
52797.0,1.5,,
52798.0,5.5,,
52799.0,1.2,,
52800.0,1.49,,
52802.0,1.1,,
52803.0,1.5,,
52804.0,4.6,,
52805.0,2.4,,
52807.0,0.2,,
52809.0,1.6,,
52811.0,1.5,,
52812.0,0.6,,
52813.0,0.71,,
52814.0,1.0,,
52815.0,0.8,,
52816.0,1.5,,
52817.0,2.9,,
52818.0,1.2,,
52819.0,3.2,,
52821.0,1.2,,
52822.0,3.4,,
52823.0,1.0,,
52824.0,0.8,,
52826.0,1.9,,
52827.0,1.0,,
52828.0,0.98,,
52829.0,1.1,,
52830.0,0.87,,
52831.0,0.7,,
52832.0,0.15,,
52833.0,0.86,,
52834.0,1.6,,
52835.0,1.3,,
52837.0,1.06,,
52838.0,4.6,,
52840.0,0.95,,
52841.0,4.4,,
52842.0,4.4,,
52843.0,2.9,,
52845.0,0.5,,
52847.0,1.2,,
52848.0,1.0,,
52849.0,2.6,,
52850.0,4.9,,
52851.0,1.9,,
52852.0,1.4,,
52853.0,0.76,,
52854.0,1.48,,
52855.0,4.6,,
52857.0,4.3,,
52858.0,0.2,,
52859.0,0.68,,
52860.0,2.9,,
52861.0,1.5,,
