,mag,effectif,Pays_Cotier
49812.0,1.1,,
49813.0,0.6,,
49814.0,2.2,,
49815.0,4.7,,
49816.0,1.4,,
49817.0,1.0,,
49818.0,1.5,,
49820.0,1.9,,
49821.0,2.0,,
49823.0,1.8,,
49824.0,1.4,,
49825.0,1.7,,
49826.0,1.6,,
49827.0,0.7,,
49828.0,2.3,,
49829.0,0.6,,
49830.0,3.1,,
49831.0,2.1,,
49832.0,1.9,,
49833.0,2.8,,
49834.0,1.5,,
49835.0,1.7,,
49836.0,4.7,,
49837.0,1.8,,
49839.0,2.1,,
49840.0,1.6,,
49841.0,2.1,,
49842.0,1.9,,
49843.0,4.4,,
49844.0,2.1,,
49845.0,1.0,,
49846.0,1.2,,
49847.0,1.3,,
49848.0,4.0,,
49849.0,1.19,,
49850.0,4.7,,
49851.0,4.6,,
49852.0,4.8,,
49853.0,2.2,,
49854.0,1.8,,
49855.0,1.8,,
49856.0,4.3,,
49858.0,1.7,,
49859.0,1.9,,
49860.0,4.4,,
49861.0,1.02,,
49862.0,0.4,,
49863.0,0.55,,
49864.0,1.6,,
49865.0,1.1,,
49866.0,2.2,,
49867.0,2.1,,
49868.0,2.1,,
49869.0,1.4,,
49870.0,2.1,,
49871.0,3.9,,
49872.0,4.1,,
49873.0,2.5,,
49875.0,4.6,,
49876.0,1.8,,
49877.0,2.1,,
49878.0,1.5,,
49879.0,1.6,,
49881.0,1.0,,
49883.0,1.0,,
49884.0,3.8,,
49885.0,4.0,,
49886.0,4.3,,
49887.0,2.5,,
49888.0,1.5,,
49890.0,1.9,,
49891.0,1.4,,
49892.0,1.9,,
49893.0,1.9,,
49894.0,4.6,,
49895.0,2.4,,
49896.0,1.5,,
49898.0,4.3,,
49899.0,1.6,,
49900.0,2.2,,
49901.0,4.5,,
49902.0,2.2,,
49904.0,4.2,,
49905.0,1.8,,
49907.0,2.3,,
49908.0,5.1,,
49909.0,2.1,,
49910.0,1.6,,
49911.0,1.1,,
49912.0,4.2,,
49913.0,2.1,,
49914.0,1.22,,
49916.0,1.8,,
49917.0,4.3,,
49919.0,2.4,,
49920.0,1.9,,
49921.0,0.23,,
49922.0,2.7,,
49923.0,2.7,,
49924.0,1.7,,
49925.0,4.1,,
49926.0,2.8,,
49927.0,2.2,,
49928.0,1.7,,
49929.0,1.3,,
49930.0,2.7,,
49931.0,1.1,,
49932.0,2.4,,
49933.0,2.4,,
49934.0,2.1,,
49935.0,2.2,,
49936.0,1.1,,
49937.0,1.9,,
49938.0,2.3,,
49939.0,1.7,,
49940.0,1.9,,
49941.0,1.9,,
49942.0,2.6,,
49943.0,4.6,,
49944.0,4.0,,
49945.0,4.4,,
49946.0,2.5,,
49947.0,4.2,,
49948.0,0.3,,
49949.0,2.1,,
49950.0,1.4,,
49951.0,2.0,,
49952.0,2.7,,
49953.0,2.4,,
49954.0,2.1,,
49955.0,2.0,,
49956.0,1.8,,
49957.0,4.5,,
49958.0,1.7,,
49959.0,1.4,,
49960.0,1.6,,
49961.0,1.0,,
49962.0,1.9,,
49963.0,2.9,,
49964.0,4.5,,
49966.0,3.1,,
49967.0,1.9,,
49968.0,3.9,,
49969.0,1.6,,
49970.0,1.1,,
49972.0,1.7,,
49973.0,4.5,,
49974.0,2.4,,
49975.0,2.0,,
49976.0,4.4,,
49977.0,1.6,,
49979.0,4.9,,
49981.0,4.6,,
49982.0,4.1,,
49983.0,0.6,,
49984.0,1.7,,
49985.0,4.2,,
49986.0,2.2,,
49987.0,4.1,,
49988.0,2.7,,
49989.0,1.8,,
49990.0,1.9,,
49991.0,2.3,,
49992.0,1.8,,
49993.0,4.4,,
49994.0,2.3,,
49995.0,4.4,,
49997.0,1.6,,
49998.0,4.7,,
49999.0,3.9,,
50000.0,4.3,,
50002.0,2.6,,
50003.0,1.7,,
50004.0,4.3,,
50005.0,2.1,,
50006.0,1.8,,
50007.0,1.8,,
50008.0,1.4,,
50009.0,2.1,,
50010.0,2.6,,
50011.0,2.0,,
50012.0,2.3,,
50013.0,2.9,,
50014.0,2.6,,
50015.0,2.5,,
50016.0,2.5,,
50017.0,0.7,,
50018.0,3.1,,
50020.0,2.4,,
50021.0,2.4,,
50022.0,3.8,,
50023.0,1.9,,
50024.0,1.7,,
50025.0,2.6,,
50026.0,0.73,,
50027.0,3.0,,
50028.0,3.2,,
50029.0,2.7,,
50030.0,3.0,,
50031.0,4.5,,
50032.0,2.5,,
50033.0,2.8,,
50035.0,2.8,,
50036.0,3.5,,
50037.0,3.3,,
50038.0,4.6,,
50039.0,5.7,,
50040.0,3.9,,
50041.0,2.2,,
50042.0,1.9,,
50043.0,5.2,,
50044.0,2.8,,
50045.0,1.9,,
50046.0,0.82,,
50047.0,4.3,,
50048.0,4.3,,
50049.0,1.8,,
50050.0,1.57,,
50051.0,1.7,,
50052.0,0.5,,
50053.0,1.2,,
50054.0,2.0,,
50055.0,4.6,,
50056.0,2.2,,
50057.0,1.5,,
50058.0,1.5,,
50059.0,2.0,,
50060.0,2.1,,
50061.0,1.9,,
50062.0,2.2,,
50063.0,1.5,,
50064.0,4.5,,
50065.0,1.42,,
50066.0,2.2,,
50067.0,2.3,,
50068.0,1.9,,
50069.0,1.7,,
50070.0,1.6,,
50071.0,2.2,,
50072.0,2.2,,
50073.0,2.0,,
50074.0,3.2,,
50075.0,1.6,,
50076.0,2.0,,
50077.0,1.8,,
50078.0,1.6,,
50081.0,3.8,,
50082.0,3.3,,
50083.0,1.7,,
50084.0,4.9,,
50085.0,0.1,,
50086.0,1.8,,
50087.0,2.8,,
50088.0,1.8,,
50089.0,2.1,,
50090.0,1.7,,
50091.0,0.73,,
50092.0,2.0,,
50093.0,1.5,,
50094.0,1.3,,
50095.0,4.7,,
50096.0,1.5,,
50097.0,2.6,,
50098.0,3.1,,
50099.0,3.0,,
50100.0,1.7,,
50101.0,1.7,,
50102.0,4.6,,
50103.0,0.73,,
50104.0,0.5,,
50105.0,2.1,,
50106.0,1.8,,
50107.0,2.3,,
50109.0,5.2,,
50110.0,2.4,,
50111.0,2.1,,
50112.0,1.4,,
50113.0,2.3,,
50114.0,2.6,,
50115.0,1.3,,
50116.0,2.0,,
50117.0,1.5,,
50118.0,1.9,,
50119.0,2.2,,
50120.0,1.7,,
50121.0,3.0,,
50122.0,2.1,,
50123.0,4.0,,
50124.0,0.87,,
50125.0,2.4,,
50127.0,4.0,,
50128.0,5.1,,
50129.0,4.1,,
50130.0,5.0,,
50131.0,1.8,,
50132.0,2.4,,
50133.0,0.9,,
50134.0,2.5,,
50135.0,4.6,,
50136.0,4.5,,
50137.0,3.1,,
50138.0,2.6,,
50139.0,2.9,,
50140.0,2.4,,
50141.0,4.4,,
50142.0,0.35,,
50143.0,2.6,,
50144.0,3.9,,
50145.0,2.5,,
50146.0,1.21,,
50147.0,2.7,,
50148.0,3.1,,
50149.0,0.9,,
50150.0,1.03,,
50151.0,2.8,,
50152.0,2.4,,
50153.0,3.3,,
50154.0,2.8,,
50155.0,2.5,,
50156.0,2.6,,
50157.0,2.4,,
50158.0,2.3,,
50159.0,1.0,,
50160.0,2.2,,
50161.0,2.7,,
50162.0,4.2,,
50163.0,1.4,,
50164.0,3.3,,
50165.0,2.7,,
50166.0,2.5,,
50167.0,2.2,,
50168.0,1.36,,
50169.0,2.6,,
50170.0,4.1,,
50171.0,2.6,,
50172.0,2.5,,
50174.0,1.7,,
50175.0,2.5,,
50176.0,2.7,,
50177.0,1.8,,
50178.0,2.2,,
50179.0,4.7,,
50180.0,4.1,,
50181.0,3.3,,
50182.0,2.5,,
50183.0,3.0,,
50185.0,4.9,,
50186.0,1.8,,
50187.0,2.7,,
50188.0,4.4,,
50189.0,4.5,,
50190.0,4.5,,
50191.0,4.0,,
50193.0,4.4,,
50194.0,2.6,,
50196.0,2.6,,
50197.0,2.5,,
50198.0,2.1,,
50199.0,5.0,,
50200.0,2.9,,
50201.0,2.0,,
50202.0,3.9,,
50203.0,0.75,,
50204.0,2.2,,
50205.0,2.5,,
50206.0,2.8,,
50207.0,2.3,,
50208.0,1.5,,
50209.0,2.4,,
50210.0,2.2,,
50211.0,1.2,,
50212.0,5.1,,
50213.0,2.7,,
50214.0,0.9,,
50215.0,2.4,,
50216.0,1.7,,
50217.0,2.2,,
50218.0,4.2,,
50219.0,3.6,,
50220.0,2.9,,
50221.0,4.0,,
50222.0,1.0,,
50223.0,2.1,,
50224.0,4.1,,
50225.0,1.0,,
50226.0,3.1,,
50227.0,2.2,,
50228.0,2.4,,
50229.0,2.6,,
50230.0,2.4,,
50231.0,2.3,,
50232.0,2.8,,
50233.0,2.9,,
50234.0,3.4,,
50235.0,2.9,,
50236.0,2.8,,
50237.0,1.2,,
50238.0,3.3,,
50239.0,3.6,,
50240.0,4.3,,
50241.0,3.6,,
50242.0,4.7,,
50243.0,3.4,,
50244.0,3.2,,
50245.0,4.6,,
50246.0,6.3,,
50247.0,2.7,,
50248.0,2.1,,
50249.0,4.2,,
50250.0,2.9,,
50251.0,1.7,,
50252.0,1.7,,
50253.0,0.41,,
50254.0,2.4,,
50255.0,2.7,,
50256.0,2.5,,
50257.0,1.0,,
50258.0,4.3,,
50259.0,2.0,,
50260.0,2.4,,
50261.0,2.5,,
50262.0,2.6,,
50263.0,0.73,,
50264.0,3.4,,
50265.0,3.8,,
50266.0,1.6,,
50267.0,5.1,,
50268.0,3.4,,
50269.0,2.9,,
50270.0,2.2,,
50272.0,1.7,,
50273.0,2.9,,
50274.0,2.0,,
50275.0,2.7,,
50276.0,0.64,,
50277.0,2.6,,
50278.0,2.0,,
50279.0,4.8,,
50280.0,2.4,,
50281.0,2.4,,
50282.0,2.6,,
50283.0,2.6,,
50284.0,2.6,,
50285.0,4.2,,
50286.0,1.7,,
50287.0,1.6,,
50288.0,2.0,,
50289.0,1.3,,
50290.0,2.3,,
50291.0,4.6,,
50292.0,3.0,,
50293.0,4.1,,
50294.0,2.0,,
50295.0,1.8,,
50296.0,2.1,,
50297.0,2.4,,
50298.0,3.0,,
50299.0,2.6,,
50300.0,2.3,,
50301.0,3.9,,
50302.0,1.1,,
50303.0,2.9,,
50304.0,2.7,,
50306.0,3.8,,
50307.0,2.2,,
50308.0,2.0,,
50309.0,1.8,,
50310.0,4.3,,
50311.0,2.9,,
50312.0,3.6,,
50313.0,2.3,,
50314.0,3.3,,
50315.0,2.2,,
50316.0,4.2,,
50317.0,2.1,,
50318.0,4.3,,
50320.0,2.6,,
50321.0,2.4,,
50322.0,2.5,,
50323.0,2.4,,
50324.0,0.8,,
50325.0,4.1,,
50326.0,2.0,,
50327.0,1.9,,
50328.0,3.8,,
50329.0,4.7,,
50330.0,4.5,,
50331.0,4.4,,
50332.0,1.1,,
50333.0,4.3,,
50335.0,4.0,,
50336.0,2.9,,
50337.0,2.9,,
50338.0,1.2,,
50339.0,2.6,,
50340.0,2.5,,
50341.0,1.9,,
50342.0,2.8,,
50343.0,3.8,,
50344.0,2.4,,
50345.0,4.3,,
50346.0,2.4,,
50347.0,2.4,,
50348.0,4.3,,
50349.0,1.8,,
50350.0,2.4,,
50351.0,2.7,,
50352.0,1.2,,
50353.0,5.8,,
50354.0,4.6,,
50355.0,2.2,,
50356.0,2.1,,
50357.0,4.9,,
50358.0,2.3,,
50359.0,5.3,,
50360.0,4.4,,
50361.0,2.4,,
50362.0,3.0,,
50363.0,4.8,,
50364.0,2.7,,
50365.0,4.6,,
50366.0,3.7,,
50367.0,1.7,,
50368.0,4.0,,
50369.0,1.5,,
50370.0,2.7,,
50371.0,2.2,,
50372.0,1.9,,
50374.0,2.9,,
50375.0,1.8,,
50376.0,0.65,,
50377.0,3.5,,
50378.0,3.0,,
50379.0,1.9,,
50380.0,2.3,,
50381.0,2.3,,
50382.0,2.6,,
50383.0,1.8,,
50384.0,2.1,,
50385.0,4.1,,
50386.0,2.1,,
50387.0,4.5,,
50388.0,1.9,,
50389.0,2.0,,
50390.0,4.9,,
50391.0,2.3,,
50392.0,2.1,,
50393.0,0.84,,
50394.0,3.9,,
50395.0,2.5,,
50396.0,2.3,,
50397.0,4.7,,
50398.0,3.9,,
50399.0,4.5,,
50400.0,4.0,,
50401.0,2.6,,
50402.0,2.5,,
50403.0,5.2,,
50404.0,4.3,,
50405.0,2.8,,
50406.0,2.7,,
50407.0,4.5,,
50408.0,2.4,,
50409.0,2.9,,
50410.0,2.3,,
50411.0,2.2,,
50412.0,2.2,,
50413.0,2.2,,
50414.0,4.6,,
50415.0,4.3,,
50416.0,1.5,,
50417.0,4.7,,
50418.0,3.1,,
50419.0,2.8,,
50420.0,4.5,,
50421.0,4.0,,
50422.0,2.5,,
50423.0,4.1,,
50424.0,3.9,,
50425.0,3.7,,
50426.0,4.6,,
50427.0,4.1,,
50428.0,2.3,,
50429.0,1.65,,
50430.0,2.5,,
50431.0,2.0,,
50432.0,4.5,,
50433.0,2.4,,
50434.0,1.04,,
50435.0,2.6,,
50436.0,1.69,,
50437.0,4.5,,
50438.0,3.9,,
50439.0,4.5,,
50440.0,1.3,,
50441.0,4.0,,
50442.0,4.2,,
50443.0,3.1,,
50444.0,0.6,,
50445.0,2.3,,
50446.0,1.7,,
50447.0,3.2,,
50448.0,4.4,,
50449.0,3.0,,
50450.0,4.1,,
50451.0,4.9,,
50452.0,2.4,,
50453.0,2.5,,
50454.0,2.5,,
50455.0,4.8,,
50456.0,4.8,,
50457.0,2.2,,
50458.0,4.4,,
50459.0,2.4,,
50460.0,2.5,,
50461.0,3.8,,
50463.0,4.8,,
50464.0,4.5,,
50465.0,5.1,,
50466.0,2.9,,
50467.0,2.5,,
50468.0,4.9,,
50469.0,3.9,,
50470.0,2.5,,
50471.0,3.0,,
50472.0,5.3,,
50473.0,3.6,,
50474.0,6.0,,
50475.0,4.9,,
50476.0,2.9,,
50477.0,2.8,,
50478.0,4.3,,
50479.0,4.2,,
50480.0,2.5,,
50481.0,4.8,,
50482.0,3.9,,
50483.0,4.6,,
50484.0,4.4,,
50485.0,1.3,,
50486.0,5.9,,
50487.0,4.8,,
50488.0,5.1,,
50489.0,4.2,,
50490.0,5.6,,
50491.0,3.2,,
50493.0,4.2,,
50494.0,3.8,,
50495.0,1.6,,
50496.0,2.0,,
50497.0,4.6,,
50498.0,3.0,,
50499.0,4.2,,
50500.0,3.1,,
50501.0,4.4,,
50502.0,5.1,,
50503.0,4.4,,
50504.0,3.0,,
50505.0,2.5,,
50506.0,4.6,,
50507.0,4.0,,
50508.0,3.1,,
50509.0,1.2,,
50510.0,4.2,,
50511.0,4.7,,
50512.0,3.9,,
50513.0,3.2,,
50514.0,0.4,,
50515.0,2.8,,
50516.0,2.8,,
50517.0,2.9,,
50518.0,4.5,,
50519.0,2.6,,
50520.0,2.3,,
50521.0,4.8,,
50522.0,4.2,,
50523.0,4.3,,
50524.0,4.7,,
50525.0,2.7,,
50526.0,3.0,,
50527.0,4.7,,
50528.0,3.2,,
50530.0,3.8,,
50531.0,5.2,,
50532.0,4.3,,
50533.0,6.0,,
50534.0,4.3,,
50535.0,2.7,,
50536.0,3.0,,
50537.0,4.4,,
50538.0,3.8,,
50539.0,3.2,,
50540.0,4.7,,
50541.0,2.8,,
50542.0,2.6,,
50543.0,3.4,,
50544.0,0.3,,
50545.0,5.0,,
50546.0,4.8,,
50547.0,4.2,,
50548.0,3.7,,
50549.0,3.1,,
50550.0,3.9,,
50551.0,6.0,,
50552.0,5.4,,
50553.0,4.3,,
50554.0,5.6,,
50555.0,4.7,,
50556.0,5.0,,
50557.0,4.9,,
50558.0,4.2,,
50559.0,3.3,,
50560.0,5.7,,
50561.0,5.1,,
50562.0,7.9,,
50563.0,1.4,,
50564.0,4.4,,
50565.0,4.2,,
50566.0,4.2,,
50567.0,4.0,,
50568.0,4.4,,
50569.0,4.5,,
50570.0,4.7,,
50571.0,4.6,,
50572.0,1.5,,
50574.0,0.7,,
50575.0,5.4,,
50576.0,4.6,,
50577.0,5.2,,
50578.0,0.6,,
50579.0,0.7,,
50580.0,4.3,,
50581.0,4.6,,
50582.0,4.5,,
50583.0,4.4,,
50584.0,4.3,,
50585.0,4.4,,
50586.0,4.7,,
50587.0,6.7,,
50589.0,4.5,,
50590.0,4.1,,
50591.0,4.3,,
50592.0,4.3,,
50593.0,4.0,,
50594.0,4.4,,
50596.0,4.1,,
50597.0,4.6,,
50598.0,4.5,,
50599.0,4.2,,
50600.0,1.01,,
50601.0,4.5,,
50602.0,4.9,,
50603.0,0.9,,
50604.0,1.8,,
50605.0,1.4,,
50606.0,4.0,,
50607.0,4.2,,
50608.0,6.5,,
50609.0,6.9,,
50610.0,2.4,,
50611.0,4.3,,
50612.0,1.1,,
50614.0,4.4,,
50615.0,0.5,,
50616.0,0.8,,
50617.0,1.1,,
50618.0,0.9,,
50619.0,1.4,,
50621.0,4.2,,
50622.0,0.3,,
50624.0,0.86,,
50626.0,2.3,,
50627.0,2.0,,
50631.0,1.5,,
50632.0,2.9,,
50633.0,4.2,,
50634.0,1.38,,
50635.0,1.7,,
50637.0,0.9,,
50638.0,2.1,,
50639.0,4.8,,
50640.0,1.57,,
50641.0,1.8,,
50642.0,0.6,,
50643.0,4.7,,
50644.0,0.5,,
50645.0,2.9,,
50646.0,1.4,,
50647.0,1.1,,
50648.0,4.8,,
50649.0,1.7,,
50650.0,1.68,,
50654.0,1.2,,
50655.0,5.1,,
50656.0,1.4,,
50657.0,0.9,,
50658.0,0.27,,
50659.0,1.26,,
50661.0,2.6,,
50662.0,1.1,,
50664.0,1.8,,
50666.0,4.5,,
50667.0,0.7,,
50668.0,0.8,,
50669.0,4.6,,
50671.0,5.4,,
50673.0,1.6,,
50674.0,0.9,,
50675.0,1.3,,
50679.0,0.9,,
50680.0,2.0,,
50681.0,0.8,,
50683.0,1.3,,
50684.0,3.0,,
50685.0,0.9,,
50686.0,0.15,,
50687.0,1.2,,
50688.0,0.59,,
50689.0,1.5,,
50691.0,0.4,,
50693.0,4.0,,
50694.0,1.4,,
50696.0,0.61,,
50697.0,1.2,,
50698.0,0.71,,
50699.0,0.7,,
50700.0,1.1,,
50701.0,1.5,,
50702.0,1.1,,
50705.0,0.5,,
50706.0,1.9,,
50707.0,1.5,,
50708.0,1.9,,
50709.0,1.5,,
50710.0,4.1,,
50712.0,0.6,,
50713.0,1.6,,
50714.0,0.8,,
50715.0,1.5,,
50716.0,1.0,,
50718.0,4.3,,
50720.0,1.25,,
50721.0,0.55,,
50724.0,0.2,,
50727.0,5.0,,
50728.0,1.01,,
50729.0,1.6,,
50730.0,4.0,,
50731.0,0.9,,
50732.0,0.51,,
50733.0,0.26,,
50734.0,0.7,,
50735.0,2.1,,
50736.0,4.2,,
50737.0,0.57,,
50738.0,4.6,,
50740.0,0.97,,
50741.0,3.2,,
50742.0,0.5,,
50743.0,4.3,,
50744.0,4.5,,
50747.0,4.9,,
50748.0,1.8,,
50749.0,1.7,,
50750.0,1.11,,
50752.0,2.65,,
50753.0,1.1,,
50754.0,0.9,,
50755.0,1.4,,
50756.0,1.4,,
50757.0,0.56,,
50758.0,1.6,,
50759.0,0.9,,
50763.0,1.7,,
50764.0,1.1,,
50766.0,1.8,,
50767.0,1.02,,
50768.0,1.1,,
50769.0,1.3,,
50772.0,1.4,,
50776.0,1.5,,
50777.0,1.81,,
50779.0,1.5,,
50780.0,0.4,,
50781.0,0.8,,
50782.0,1.2,,
50783.0,2.2,,
50784.0,5.2,,
50785.0,0.5,,
50786.0,0.6,,
50787.0,3.0,,
50788.0,0.61,,
50789.0,0.8,,
50790.0,1.7,,
50791.0,1.8,,
50792.0,1.0,,
50793.0,0.61,,
50794.0,1.07,,
50795.0,0.32,,
50796.0,0.52,,
50797.0,1.7,,
50798.0,2.0,,
50799.0,1.6,,
50800.0,1.9,,
50801.0,0.93,,
50803.0,3.2,,
50804.0,1.6,,
50806.0,0.43,,
50807.0,3.9,,
50808.0,3.1,,
50809.0,1.1,,
50810.0,0.5,,
50811.0,4.3,,
50812.0,2.2,,
50813.0,1.2,,
50814.0,1.1,,
50815.0,1.32,,
50816.0,1.3,,
50817.0,2.1,,
50818.0,0.8,,
50819.0,2.2,,
50820.0,1.7,,
50821.0,1.0,,
50823.0,0.7,,
50824.0,1.52,,
50825.0,1.2,,
50826.0,2.7,,
50828.0,1.2,,
50829.0,1.1,,
50830.0,4.6,,
50831.0,1.9,,
50832.0,1.6,,
50833.0,1.1,,
50834.0,0.8,,
50835.0,1.9,,
50837.0,1.7,,
50838.0,1.8,,
50839.0,1.4,,
50841.0,1.34,,
50843.0,4.7,,
50844.0,0.39,,
50845.0,1.7,,
50846.0,2.0,,
50847.0,1.8,,
50848.0,1.57,,
50849.0,2.17,,
50850.0,1.34,,
50851.0,0.9,,
50852.0,2.4,,
50853.0,4.1,,
50856.0,0.5,,
50857.0,1.9,,
50859.0,2.0,,
50860.0,1.2,,
50861.0,1.7,,
50863.0,3.6,,
50864.0,1.1,,
50866.0,1.1,,
50867.0,1.7,,
50869.0,2.4,,
50870.0,1.67,,
50872.0,1.1,,
50873.0,3.4,,
50874.0,0.24,,
50875.0,3.0,,
50876.0,0.9,,
50877.0,1.7,,
50878.0,0.9,,
50879.0,0.6,,
50880.0,0.9,,
50881.0,1.46,,
50882.0,2.7,,
50883.0,4.6,,
50884.0,4.1,,
50885.0,0.1,,
50886.0,2.1,,
50887.0,0.6,,
50888.0,0.4,,
50890.0,0.5,,
50891.0,0.4,,
50893.0,2.3,,
50894.0,5.0,,
50895.0,2.3,,
50896.0,1.8,,
50897.0,1.6,,
50901.0,1.1,,
50903.0,4.5,,
50904.0,4.3,,
50905.0,0.87,,
50906.0,3.8,,
50907.0,5.3,,
50908.0,1.23,,
50909.0,4.4,,
50911.0,0.57,,
50912.0,4.5,,
50913.0,2.6,,
50915.0,4.0,,
50916.0,1.14,,
50917.0,4.5,,
50918.0,0.81,,
50919.0,0.86,,
50920.0,4.3,,
50921.0,4.1,,
50922.0,0.0,,
50924.0,0.4,,
50925.0,0.0,,
50928.0,0.1,,
50929.0,0.5,,
50930.0,4.0,,
50931.0,4.0,,
50933.0,4.2,,
50934.0,4.5,,
50935.0,4.2,,
50936.0,0.1,,
50937.0,1.2,,
50938.0,4.2,,
50939.0,1.23,,
50940.0,0.7,,
50941.0,4.3,,
50942.0,4.4,,
50943.0,1.1,,
50944.0,0.4,,
50945.0,4.6,,
50946.0,4.4,,
50947.0,0.2,,
50948.0,4.4,,
50949.0,4.2,,
50950.0,4.5,,
50951.0,4.1,,
50952.0,4.2,,
50953.0,4.6,,
50954.0,0.1,,
50955.0,1.1,,
50956.0,0.2,,
50957.0,4.5,,
50958.0,4.6,,
50960.0,4.6,,
50961.0,0.9,,
50962.0,0.51,,
50963.0,4.3,,
50964.0,1.9,,
50967.0,0.1,,
50968.0,0.7,,
50969.0,0.7,,
50970.0,0.9,,
50971.0,0.1,,
50972.0,1.3,,
50973.0,4.1,,
50974.0,0.7,,
50975.0,1.52,,
50976.0,0.8,,
50977.0,1.0,,
50978.0,0.3,,
50979.0,0.0,,
50980.0,0.0,,
50981.0,0.2,,
50983.0,0.2,,
50984.0,0.71,,
50985.0,4.0,,
50986.0,4.1,,
50987.0,0.5,,
50989.0,4.1,,
50990.0,4.4,,
50991.0,0.6,,
50992.0,4.1,,
50993.0,4.2,,
50994.0,1.5,,
50995.0,1.3,,
50997.0,1.6,,
50998.0,4.3,,
50999.0,2.1,,
51000.0,2.04,,
51001.0,1.3,,
51002.0,0.68,,
51003.0,4.6,,
51004.0,1.1,,
51005.0,4.0,,
51006.0,0.6,,
51007.0,0.78,,
51009.0,2.1,,
51010.0,1.9,,
51011.0,1.8,,
51012.0,1.9,,
51013.0,0.84,,
51014.0,1.5,,
51015.0,0.6,,
51016.0,0.48,,
51018.0,0.7,,
51020.0,2.8,,
51021.0,4.3,,
51022.0,5.1,,
51023.0,2.8,,
51024.0,4.0,,
51025.0,0.6,,
51026.0,4.1,,
51027.0,1.4,,
51029.0,2.2,,
51030.0,1.21,,
51031.0,0.69,,
51033.0,1.17,,
51034.0,2.0,,
51035.0,0.93,,
51036.0,0.71,,
51039.0,4.2,,
51040.0,1.6,,
51041.0,4.2,,
51042.0,4.6,,
51043.0,2.1,,
51044.0,4.1,,
51046.0,2.8,,
51047.0,4.0,,
51048.0,1.27,,
51049.0,0.8,,
51050.0,5.1,,
51052.0,0.6,,
51053.0,1.9,,
51054.0,1.4,,
51055.0,0.8,,
51056.0,0.6,,
51059.0,4.7,,
51060.0,4.2,,
51061.0,2.8,,
51062.0,1.0,,
51063.0,1.9,,
51064.0,4.2,,
51065.0,0.6,,
51066.0,2.0,,
51067.0,0.8,,
51068.0,3.0,,
51070.0,1.4,,
51072.0,4.0,,
51073.0,0.27,,
51074.0,2.9,,
51075.0,1.5,,
51076.0,4.0,,
51077.0,4.1,,
51078.0,4.4,,
51079.0,1.3,,
51082.0,4.4,,
51083.0,0.9,,
51084.0,0.5,,
51085.0,1.52,,
51086.0,1.5,,
51087.0,1.62,,
51088.0,1.6,,
51089.0,4.5,,
51090.0,2.9,,
51091.0,4.2,,
51093.0,1.7,,
51094.0,0.4,,
51095.0,2.9,,
51097.0,0.9,,
51098.0,0.3,,
51099.0,2.4,,
51100.0,0.93,,
51101.0,1.7,,
51102.0,4.3,,
51103.0,0.2,,
51104.0,0.38,,
51105.0,1.4,,
51106.0,4.7,,
51109.0,1.8,,
51110.0,4.4,,
51111.0,2.1,,
51112.0,4.5,,
51113.0,2.8,,
51115.0,1.5,,
51116.0,1.65,,
51117.0,1.1,,
51119.0,2.2,,
51120.0,4.3,,
51121.0,4.2,,
51122.0,1.2,,
51125.0,2.5,,
51126.0,2.9,,
51127.0,0.4,,
51128.0,1.8,,
51129.0,0.54,,
51130.0,1.4,,
51131.0,0.46,,
51133.0,1.1,,
51134.0,2.5,,
51135.0,1.59,,
51136.0,5.4,,
51137.0,2.3,,
51138.0,2.6,,
51139.0,1.75,,
51142.0,4.7,,
51143.0,0.52,,
51144.0,2.2,,
51145.0,0.74,,
51146.0,0.4,,
51147.0,0.9,,
51148.0,0.35,,
51149.0,0.9,,
51150.0,0.5,,
51151.0,0.8,,
51152.0,1.13,,
51153.0,2.8,,
51154.0,4.0,,
51155.0,1.7,,
51156.0,4.1,,
51157.0,1.3,,
51158.0,1.68,,
51160.0,0.6,,
51161.0,1.3,,
51162.0,0.94,,
51164.0,1.7,,
51166.0,0.2,,
51167.0,0.8,,
51168.0,0.35,,
51169.0,0.46,,
51170.0,1.3,,
51171.0,1.4,,
51173.0,4.5,,
51174.0,0.4,,
51175.0,1.5,,
51176.0,0.43,,
51177.0,1.5,,
51178.0,1.35,,
51179.0,2.04,,
51181.0,0.52,,
51182.0,0.2,,
51183.0,2.5,,
51184.0,4.5,,
51185.0,2.26,,
51186.0,0.36,,
51187.0,0.18,,
51188.0,0.9,,
51189.0,0.2,,
51190.0,2.9,,
51191.0,1.5,,
51192.0,2.3,,
51193.0,0.67,,
51194.0,1.0,,
51195.0,1.23,,
51196.0,0.64,,
51197.0,2.6,,
51199.0,1.5,,
51200.0,0.48,,
51201.0,2.7,,
51202.0,0.9,,
51203.0,1.9,,
51204.0,0.8,,
51206.0,1.43,,
51207.0,0.59,,
51208.0,1.9,,
51209.0,2.8,,
51211.0,0.42,,
51212.0,1.2,,
51213.0,1.0,,
51215.0,4.0,,
51216.0,2.2,,
51217.0,1.1,,
51218.0,1.2,,
51220.0,1.5,,
51222.0,2.57,,
51223.0,2.77,,
51224.0,1.0,,
51225.0,1.2,,
51226.0,1.2,,
51227.0,2.9,,
51228.0,0.5,,
51229.0,1.2,,
51230.0,0.85,,
51231.0,0.15,,
51232.0,5.1,,
51233.0,0.87,,
51234.0,1.55,,
51235.0,0.58,,
51236.0,1.2,,
51239.0,0.7,,
